Title,Score,Directors,Actors,url
女人的颜色,4.7,俞钟,凌潇肃 / 徐筠 / 芦芳生 / 王媛可 / 白凡,https://movie.douban.com/subject/10827152/
陆小凤与花满楼,4.7,潘文杰,林峯 / 张晓龙 / 张檬 / 斓曦 / 宗峰岩,https://movie.douban.com/subject/22766027/
暖爱,4.7,余丁,翟天临 / 江铠同 / 白卉子 / 付嘉 / 王文绮,https://movie.douban.com/subject/26844134/
一念向北,4.7,麦贯之,刘恺威 / 张俪 / 吴建飞 / 梁又琳 / 张峻宁,https://movie.douban.com/subject/24526775/
都市妖奇谈,4.7,张力,王艺嘉 / 郑雅文 / 张彬彬 / 杨世瀚,https://movie.douban.com/subject/26656801/
感动生命,4.7,陈燕民,王志文 / 霍建华 / 李诚儒 / 张铁林 / 徐敏,https://movie.douban.com/subject/6815099/
铁血武工队,4.7,孙小光,谷智鑫 / 童苡萱 / 孙鹏滨 / 刘鑫 / 纪永清,https://movie.douban.com/subject/25904358/
薛丁山,4.7,黄祖权,迟帅 / 吴樾 / 傅淼 / 段卿卿 / 何彦霓,https://movie.douban.com/subject/20380272/
完美新娘,4.7,罗灿然,郭珍霓 / 谢祖武 / 陈昭荣 / 赵圆圆 / 王宇婕,https://movie.douban.com/subject/19962578/
背着奶奶进城,4.7,金镭,谢孟伟 / 王新 / 张少华 / 张双利 / 任容萱,https://movie.douban.com/subject/25970957/
永不瞑目,4.7,马功伟,郭家铭 / 赵子琪 / 张俪 / 隋俊波 / 陈昊,https://movie.douban.com/subject/5403931/
爱闪亮,4.7,宋洋,江铠同 / 范逸臣 / 江若琳 / 徐正溪 / 李雅男,https://movie.douban.com/subject/21348967/
张震讲故事,4.7,于果,郝劭文 / 张俪 / 范植伟 / 李心艾,https://movie.douban.com/subject/25806705/
左手劈刀,4.7,连奕名,连奕名 / 黑子 / 管乐 / 斯琴高娃,https://movie.douban.com/subject/25922909/
烽火儿女情,4.7,刘逢声,戴娇倩 / 刘恺威 / 蒋毅 / 朱紫汶 / 陆昱霖,https://movie.douban.com/subject/6514118/
老妈的桃花运,4.7,李彬,李曼 / 何赛飞 / 翟小兴 / 秦焰 / 苑冉,https://movie.douban.com/subject/26415254/
聪明小空空,4.7,都晓,李丹阳 / 鲍国安 / 潘长江 / 孙颖歆 / 计春华,https://movie.douban.com/subject/10577652/
陶之恋,4.7,李惠明 / 龚朝,戚薇 / 邬倩倩 / 庹宗华 / 霍政谚,https://movie.douban.com/subject/6967973/
秦时明月,4.6,李国立,陆毅 / 陈妍希 / 蒋劲夫 / 孙艺洲 / 胡冰卿,https://movie.douban.com/subject/25919408/
解密,4.6,安建,陈学冬 / 颖儿 / 郭京飞 / 印小天 / 经超,https://movie.douban.com/subject/26599625/
美人无泪,4.6,梁胜权,刘恺威 / 蔡少芬 / 韩栋 / 袁姗姗 / 张檬,https://movie.douban.com/subject/10472783/
守护丽人,4.6,袁英明,李小璐 / 张译 / 李智楠 / 江雪 / 吴谨言,https://movie.douban.com/subject/25960721/
活佛济公3,4.6,林添一,陈浩民 / 林子聪 / 叶祖新 / 林江国 / 张亮,https://movie.douban.com/subject/11510514/
你是我的姐妹,4.6,汪群雅,刘恺威 / 娄艺潇 / 白冰 / 刘雅瑟 / 鲁诺,https://movie.douban.com/subject/25941022/
龙门飞甲,4.6,蔡晶盛,聂远 / 毛俊杰 / 高虎 / 樊少皇 / 叶璇,https://movie.douban.com/subject/25757866/
孤独的美食家 第一季·台湾篇,4.6,江丰宏,赵文瑄 / 赵正平,https://movie.douban.com/subject/26292778/
国士无双黄飞鸿,4.6,蒋家骏 / 綦小卉 / 蓝志伟,郑恺 / 郭碧婷 / 钟楚曦 / 吕良伟 / 海陆,https://movie.douban.com/subject/26694156/
盲约,4.6,柯翰辰,蒋欣 / 陆毅 / 李雅男 / 王汀 / 冉旭,https://movie.douban.com/subject/26801053/
东方,4.6,唐国强 / 路奇,唐国强 / 马晓伟 / 王伍福 / 王静 / 王伯昭,https://movie.douban.com/subject/6048747/
我为宫狂2,4.6,左勋,张哲瀚 / 邓莎,https://movie.douban.com/subject/25885384/
我的父亲我的兵,4.6,杜军,张一山 / 刘威 / 傅淼 / 山崎敬一,https://movie.douban.com/subject/26638416/
锻刀,4.6,邢键钧,蒲巴甲 / 徐僧 / 王鸥 / 郑逸桐 / 高峰,https://movie.douban.com/subject/26377688/
喋血孤岛,4.6,陈伟祥,隋俊波 / 刘恺威 / 端木崇慧 / 林杰妮 / 文梦洋,https://movie.douban.com/subject/21760028/
济公传,4.6,李大为,郭德纲 / 刘威 / 李菁菁 / 种丹妮 / 张雯,https://movie.douban.com/subject/25772658/
小男人遇上大女人,4.6,杨影,梁爱琪 / 鲁诺 / 卢思思 / 杨青 / 张嘉禾,https://movie.douban.com/subject/10788834/
约会恋爱究竟是什么,4.6,田晓威,郭晓东 / 王姿允 / 王伟忠 / 樊野 / 朱梦瑶,https://movie.douban.com/subject/26668669/
废柴兄弟5：泰爽,4.6,尹琪,孙艺洲 / 张海宇 / 高艺涵 / 李又麟 / 张梦露,https://movie.douban.com/subject/26949276/
青春烈火,4.6,谭俏,叶璇 / 莫小棋 / 刘恩佑 / 巫迪文,https://movie.douban.com/subject/10545932/
老兵,4.6,赵本山 / 丁小雄,赵本山 / 李立群 / 小沈阳 / 毕畅,https://movie.douban.com/subject/25802701/
末代皇帝传奇,4.6,王响伟,赵文瑄 / 余少群 / 郑则仕 / 蒋林静 / 孙耀琦,https://movie.douban.com/subject/25762272/
头号前妻,4.6,刘家成,郝蕾 / 高亚麟 / 毛俊杰 / 李舒桐 / 朱刚日尧,https://movie.douban.com/subject/26415263/
小菊的秋天,4.6,杨冠玉,王传一 / 颖儿 / 高亚麟 / 江淑娜 / 李鸣惊,https://movie.douban.com/subject/10801892/
毒刺,4.6,高进军,温峥嵘 / 徐僧,https://movie.douban.com/subject/5948626/
生死连,4.6,李印,张铎 / 刘小锋 / 张光北 / 牛丽燕 / 张笑君,https://movie.douban.com/subject/25899609/
生死翻盘,4.6,陈健,吴其江 / 王瑞子 / 王沫溪 / 亓航 / 高搏,https://movie.douban.com/subject/26108040/
神犬小七 第二季,4.7,袁晓满,张云龙 / 王洋 / 王煜 / 杜俊泽 / 吕卓燃,https://movie.douban.com/subject/26831295/
青春正能量之我是女神,4.6,程力栋,张馨予 / 李佳航 / 范琳琳 / 郑凯 / 于荣光,https://movie.douban.com/subject/25900104/
遥远的婚约,4.6,顾晶,刘威葳 / 邵峰 / 刘欣 / 赵雅莉 / 姬晨牧,https://movie.douban.com/subject/19971595/
爱你，万缕千丝,4.6,李宝能,黄圣依 / 高云翔 / 关智斌 / 张佩华 / 黎明明,https://movie.douban.com/subject/26309184/
我家的春秋冬夏,4.6,夏晓昀,杨立新 / 闫学晶 / 张小磊 / 徐露 / 刘敏,https://movie.douban.com/subject/20380247/
裸婚,4.6,王小康,王斑 / 马雅舒 / 迟蓬 / 高宝宝 / 沙景昌,https://movie.douban.com/subject/5985917/
小两口,4.6,郑晓龙 / 蓝志伟,贾乃亮 / 吴樾 / 韩彩英 / 吴辰君 / 史力嘉,https://movie.douban.com/subject/11627058/
幸福媳妇成长记,4.6,林添一,甘婷婷 / 李健 / 戴娇倩 / 田岷 / 顾璇,https://movie.douban.com/subject/24532214/
爸爸是条龙,4.6,寒冬,郝平 / 李菁菁 / 谢天华 / 翁虹,https://movie.douban.com/subject/25853048/
刀影,4.6,陈皓威,高云翔 / 吕夏 / 刘泊潇 / 张铁林 / 吕行,https://movie.douban.com/subject/19965231/
一门三司令,4.6,孙波,于晓光,https://movie.douban.com/subject/10558464/
糖小姐探案集,4.6,王鹏,彭梓洋,https://movie.douban.com/subject/26700523/
拯救女兵司徒慧,4.6,王伟民 / 高升中,何琢言 / 王洛勇 / 齐奎 / 李金哲 / 文江,https://movie.douban.com/subject/4681408/
爱可以重来,4.6,陈伟祥,宗峰岩 / 佟丽娅 / 何欣 / 王帅 / 徐光,https://movie.douban.com/subject/6852396/
傲魂之活死人,4.6,贾方,但欣 / 赵婧伊 Jingyi Zhao / 雷诺儿 / 朱嘉琦,https://movie.douban.com/subject/26387789/
克拉恋人,4.5,陈铭章,唐嫣 / 郑智薰 / 罗晋 / 迪丽热巴 / 姚奕辰,https://movie.douban.com/subject/26258068/
寂寞空庭春欲晚,4.5,吴锦源 / 卫翰韬 / 刘子富 / 邓衍成,刘恺威 / 郑爽 / 张彬彬 / 张芷溪 / 张晓晨,https://movie.douban.com/subject/6872259/
猎毒人,4.5,嵇天毅,于和伟 / 张丹峰 / 侯梦莎 / 傅程鹏 / 徐洪浩,https://movie.douban.com/subject/27180959/
放弃我，抓紧我,4.5,邓衍成 / 阮惟新 / 陈国华,陈乔恩 / 王凯 / 乔任梁 / 陈燃 / 张轩睿,https://movie.douban.com/subject/26594404/
人间至味是清欢,4.5,陈铭章,佟大为 / 陈乔恩 / 王一博 / 林鹏 / 朱刚日尧,https://movie.douban.com/subject/26842672/
一路繁花相送,4.5,刘淼淼,钟汉良 / 江疏影 / 炎亚纶 / 李晟 / 李铭顺,https://movie.douban.com/subject/26615514/
锦绣缘华丽冒险,4.5,林合隆,黄晓明 / 陈乔恩 / 乔任梁 / 谢君豪 / 戚迹,https://movie.douban.com/subject/25742295/
真爱的谎言之破冰者,4.5,余淳,罗晋 / 潘之琳 / 张晨光 / 曹征 / 吕星辰,https://movie.douban.com/subject/26887181/
繁星四月,4.5,黄伟杰,戚薇 / 吴奇隆 / 左航 / 任言恺 / 邓萃雯,https://movie.douban.com/subject/26761295/
全民公主,4.5,陈铭章,安以轩 / 孙艺洲 / 李承炫 / 周韦彤 / 王志飞,https://movie.douban.com/subject/10877439/
潜伏在黎明之前,4.5,余丁,杨烁 / 胡军 / 甘婷婷 / 郭珍霓 / 吴刚,https://movie.douban.com/subject/26342345/
闪亮茗天,4.5,于中中,朱梓骁 / 潘之琳 / 贾晓晨,https://movie.douban.com/subject/25890944/
我们的纯真年代,4.5,周小兵,郭晓东 / 左小青 / 王雨 / 张少华 / 刘雨鑫,https://movie.douban.com/subject/26257314/
我的老爸是奇葩,4.6,刘飚,韩童生 / 陶慧敏 / 经超 / 张佳宁 / 张晨光,https://movie.douban.com/subject/26816558/
苦乐村官,4.2,白永成,钱泳辰 / 斯琴高娃 / 刘威 / 杨昆 / 王翔弘,https://movie.douban.com/subject/27144993/
刺青海娘,4.5,梁欣全,蒋梦婕 / 许绍洋 / 黄宥明 / 王子文 / 贺刚,https://movie.douban.com/subject/6796182/
男人四十要出嫁,4.5,张学松,宋小宝 / 沈春阳 / 关婷娜,https://movie.douban.com/subject/25717902/
铁血玫瑰,4.5,张正阳,刘小锋 / 沈晓海 / 于震 / 侯传杲 / 文章,https://movie.douban.com/subject/24772984/
豆腐西施杨七巧,4.5,顾克利 / 程少刚,闫学晶 / 徐源 / 张一龙 / 王红梅 / 董连海,https://movie.douban.com/subject/25844368/
密使2之江都谍影,4.5,侯明杰,颜丹晨 / 于震 / 王韦智 / 刘钧 / 闫霖飞,https://movie.douban.com/subject/20470054/
孤雁,4.5,李辉,程愫 / 朱泳腾 / 程煜,https://movie.douban.com/subject/26106957/
大刀记,4.5,赵浚凯 / 吕德亮,谷智鑫 / 冯海煜 / 迟蓬 / 魏震 / 王珂,https://movie.douban.com/subject/25890927/
幸福起航,4.5,刘国权,李光洁 / 张檬 / 杨雪 / 杨立新 / 郭家铭,https://movie.douban.com/subject/26274138/
同在屋檐下,4.5,沈星浩,贾静雯 / 郝平 / 马德钟 / 高洋 / 马丽,https://movie.douban.com/subject/19965232/
校花的贴身高手3,4.5,张修诚,李宗霖 / 黄一琳,https://movie.douban.com/subject/26865380/
神医大道公前传,4.5,杨证雄,韩栋 / 张铎 / 孙耀琦 / 杜海涛 / 张芯瑜,https://movie.douban.com/subject/24736279/
麻雀春天,4.5,潘越,邢佳栋 / 蒋欣 / 冯恩鹤,https://movie.douban.com/subject/25779131/
三进山城,4.5,卫翰韬,王新军 / 宁静 / 唐沸潮 / 何政军 / 方安娜,https://movie.douban.com/subject/10535509/
烈火,4.5,于震,于震 / 沈晓海 / 刘文治 / 朱婷,https://movie.douban.com/subject/6558793/
逆光之恋,4.4,任海曜,米热 / 迪丽热巴 / 张逸杰 / 关晓彤 / 杨诚诚,https://movie.douban.com/subject/25980278/
一起又看流星雨,4.4,丁仰国 / 宋洋,张翰 / 郑爽 / 俞灏明 / 朱梓骁 / 魏晨,https://movie.douban.com/subject/4287175/
凰图腾,4.4,刘仕裕,张翰 / 郑爽 / 白冰,https://movie.douban.com/subject/6309373/
守卫者·浮出水面,4.4,潘镜丞 / 韩博文,靳东 / 韩雨芹 / 王梓权 / 刘立 / 吴谨言,https://movie.douban.com/subject/26369809/
我在北京·挺好的,4.4,姚远,王茜华 / 林继东 / 陶昕然 / 张明健 / 关慧卿,https://movie.douban.com/subject/25700836/
我们的青春期,4.4,董春泽,曾淇 / 郭家豪 / 康宁 / 钱冬旎 / 张贝贝,https://movie.douban.com/subject/27099214/
熊猫人,4.4,周杰伦,宋健彰 / 詹宇豪 / 江语晨 / 唐嫣 / 周杰伦,https://movie.douban.com/subject/3546713/
隋唐英雄,4.4,李翰韬,蒲巴甲 / 张卫健 / 赵文瑄 / 陈冲 / 余少群,https://movie.douban.com/subject/7062605/
萌学园之萌骑士传奇,4.4,李明泽 / 李权峰,五熊 / 博焱 / 曾子余,https://movie.douban.com/subject/4889487/
素手遮天,4.4,于敏,黄婷婷 / 刘忻 / 王霏霏 / 邓宁 / 孟子荻,https://movie.douban.com/subject/27068569/
微博达人,4.4,蓝志伟,陈键锋 / 陈司翰 / 吕良伟 / 章龄之 / 陈美行,https://movie.douban.com/subject/10527196/
土地公土地婆,4.4,苏沅峰,谭耀文 / 穆婷婷 / 蒲巴甲 / 廖碧儿 / 陈威翰,https://movie.douban.com/subject/20256494/
新乌龙山剿匪记,4.4,刘光,蒲巴甲 / 吕良伟 / 申军谊 / 秋瓷炫 / 安以轩,https://movie.douban.com/subject/10449566/
学院传说之三生三世桃花缘,4.4,邱晧洲,任言恺 / 张雅钦 / 陈秋实 / 黄子星 / 陈斯琪,https://movie.douban.com/subject/26905528/
平原烽火,4.4,钱雁秋,张子健 / 梁冠华 / 曲栅栅 / 淳于珊珊 / 刘蕾,https://movie.douban.com/subject/10558436/
爱你一生,4.4,杜军,战菁一 / 唐曾 / 林好 / 毕彦君 / 王茂蕾,https://movie.douban.com/subject/25847382/
奸细,4.4,海顿,佟瑞欣 / 赵恒煊 / 海顿 / 于和伟 / 王奎荣,https://movie.douban.com/subject/10728457/
私房钱,4.4,司小冬,明道 / 赵毅 / 商蓉 / 张晞临 / 邬君梅,https://movie.douban.com/subject/25865477/
破阵,4.4,邵芳,陈昭荣 / 富大龙 / 王珂 / 陈欣予 / 杨玥,https://movie.douban.com/subject/25856471/
尖刀队,4.4,谷锦云,范雨林 / 崔波 / 刘小锋,https://movie.douban.com/subject/10833967/
铁道游击队2战后篇,4.4,王新民,赵恒煊 / 刘长纯 / 史兰芽 / 程前 / 李进荣,https://movie.douban.com/subject/6855099/
微风吹乱的爱情,4.4,安战军,翁虹 / 戴娇倩 / 曹炳琨 / 张靖冉 / 郝平,https://movie.douban.com/subject/6514121/
夏至未至,4.3,韩洋,陈学冬 / 郑爽 / 白敬亭 / 夏梓桐 / 柴碧云,https://movie.douban.com/subject/26734684/
天龙八部,4.3,赖水清,钟汉良 / 金起范 / 金铭 / 张檬 / 贾青,https://movie.douban.com/subject/19390890/
好久不见,4.3,金晔,杨子姗 / 郑恺 / 张国立 / 江珊 / 田雷,https://movie.douban.com/subject/26743566/
钟馗捉妖记,4.3,郑伟文,杨旭文 / 杨蓉 / 麦迪娜 / 李子峰 / 丁子峻,https://movie.douban.com/subject/26864185/
梦回唐朝,4.3,蔡晶盛,谭耀文 / 佟丽娅 / 郑恺 / 王力可 / 隋俊波,https://movie.douban.com/subject/6815121/
铁血使命,4.3,林建中,景珂 / 王新 / 王艺霖 / 蒲冰墨,https://movie.douban.com/subject/6903112/
反恐特战队之猎影,4.3,尤小刚 / 许永昌,黄维德 / 何晟铭 / 牟星 / 王斑 / 石兆琪,https://movie.douban.com/subject/26691325/
幸福照相馆,4.3,王义明,林永健 / 左小青 / 王婉娟 / 徐佳,https://movie.douban.com/subject/26857956/
把爱带回家,4.3,陈启峻,俞灏明 / 潘时七 / 沈梦辰 / 李泰 / 付梦妮,https://movie.douban.com/subject/25757901/
复合大师,4.3,陈畅 / 于中中,贾乃亮 / 王晓晨 / 代乐乐 / 邓超 / 闫妮,https://movie.douban.com/subject/26637887/
爱人·同志,4.3,毛卫宁,王雷 / 李小萌 / 罗昱焜 / 王鹏凯 / 周奇奇,https://movie.douban.com/subject/26638521/
风云再起,4.4,林弢,吴建国 / 贾琳 / 郭强 / 赵煜 / 史振龙,https://movie.douban.com/subject/26269551/
战神,4.3,陈皓威 / 国建勇,陈思诚 / 王丽坤 / 周扬 / 贡米 / 杜淳,https://movie.douban.com/subject/25736076/
狭路,4.3,花箐,罗晋 / 王丽坤 / 杨烁 / 林源 / 黄俊鹏,https://movie.douban.com/subject/25840407/
隐形的翅膀,4.3,林振清 / 马华干,贾静雯 / 邱心志 / 张彬彬 / 王艺哲 / 常铖,https://movie.douban.com/subject/26301481/
狙击部队,4.4,赵浚凯,何政军 / 刘鑫 / 赵聪,https://movie.douban.com/subject/19966069/
黄金背后,4.3,张晓春,刘威 / 徐筠 / 高兰村 / 李凤绪,https://movie.douban.com/subject/20388222/
热血狂篮,4.3,成志超 / 戴小哲 / 苏飞,佟梦实 / 邢菲 / 聂子皓 / 曹煜辰 / 涂冰,https://movie.douban.com/subject/27083672/
功夫婆媳,4.3,侯明杰,张佳宁 / 李宗翰 / 张凯丽 / 闫学晶 / 董玥,https://movie.douban.com/subject/25943148/
无懈可击之蓝色梦想,4.3,蓝志伟,朱梓骁 / 韩彩英 / 吴映洁 / 程皓枫 / 孙坚,https://movie.douban.com/subject/10727048/
幸福的面条,4.3,柯翰辰,尹施允 / 李菲儿 / 张峻宁,https://movie.douban.com/subject/11615885/
我和她的传奇情仇,4.3,陶秋普,颜丹晨 / 李健 / 史光辉 / 侯长荣 / 鲍大志,https://movie.douban.com/subject/26369649/
刀锋下的替身,4.3,刘一志,陈菲 / 王晔 / 杨铮,https://movie.douban.com/subject/26909957/
女总裁的贴身高手,4.3,闫乐阳,赵予熙 / 韩志硕 / 孔舒航 / 周艺轩,https://movie.douban.com/subject/26785300/
因为·爱,4.3,张孝正,言承旭 / 田家达 / 海陆 / 曾恺玹,https://movie.douban.com/subject/20388195/
大掌门,4.3,孙铁军 / 郭林,张桐 / 童瑶 / 姜超 / 曹力 / 国歌,https://movie.douban.com/subject/25744261/
忘掉我是谁,4.3,王百川,江宏恩 / 谢兰 / 王宇婕,https://movie.douban.com/subject/5318644/
冬日惊雷,4.3,李舒,侯勇 / 王雅捷 / 田小洁 / 贺丹丹 / 三浦研一,https://movie.douban.com/subject/10563797/
择天记,4.2,钟澍佳 / 麦咏麟 / 孔厉大,鹿晗 / 古力娜扎 / 吴倩 / 曾舜晞 / 许龄月,https://movie.douban.com/subject/26614082/
宫锁珠帘,4.2,李慧珠,何晟铭 / 袁姗姗 / 舒畅 / 张嘉倪 / 杨蓉,https://movie.douban.com/subject/6560033/
少年四大名捕,4.2,梁胜权 / 黄俊文,张翰 / 何晟铭 / 杨洋 / 陈伟霆 / 茅子俊,https://movie.douban.com/subject/21320347/
步步惊情,4.2,李国立,吴奇隆 / 刘诗诗 / 孙艺洲 / 蒋劲夫 / 刘松仁,https://movie.douban.com/subject/10561869/
半妖倾城,4.2,任海曜,张哲瀚 / 李一桐 / 米热 / 张逸杰 / 阚清子,https://movie.douban.com/subject/26680434/
柜中美人,4.2,徐惠康 / 李公乐 / 黄肖英,周渝民 / 胡冰卿 / 陈瑶 / 韩栋 / 陈若轩,https://movie.douban.com/subject/26703950/
爱的阶梯,4.2,罗灿然,张睿 / 张檬 / 杨诚诚 / 霍政谚 / 迪丽热巴,https://movie.douban.com/subject/25943138/
轩辕剑之汉之云,4.2,潘文杰 / 金沙,张云龙 / 于朦胧 / 关晓彤 / 张佳宁 / 鞠婧祎,https://movie.douban.com/subject/26608227/
如果，爱,4.2,张哲书,张柏芝 / 吴建豪 / 倪景阳 / 徐志贤 / 张双利,https://movie.douban.com/subject/27034838/
天泪传奇之凤凰无双,4.2,郑伟文,王丽坤 / 郑元畅 / 丁子峻 / 白冰 / 张晓龙,https://movie.douban.com/subject/26732417/
反恐特战队,4.2,尤小刚,朱雨辰 / 王力可 / 周庭伊 / 孙艺铭 / 唐宸禹,https://movie.douban.com/subject/25966030/
神探包青天,4.2,钱雁秋,张子健 / 淳于珊珊 / 曲栅栅 / 于震 / 韩含,https://movie.douban.com/subject/20503567/
炮神,4.2,王飞飞,于震 / 刘小锋 / 张光北 / 牛丽燕 / 张笑君,https://movie.douban.com/subject/26641348/
将婚姻进行到底,4.2,张晓光,任重 / 万茜 / 苏岩 / 韩青 / 王策,https://movie.douban.com/subject/26274137/
大清宝典,4.2,尤小刚,舒畅 / 迟帅 / 孙逊 / 吴若甫 / 李诚儒,https://movie.douban.com/subject/21357778/
专列一号,4.2,李京,于震 / 阿朵,https://movie.douban.com/subject/20284893/
我的美女老师,4.3,姬智,张伦硕 / 杨子祯 / 王鑫尧 / 莫熙儿 / 宋乐,https://movie.douban.com/subject/26359234/
继父回家,4.2,习辛,范明 / 闫学晶,https://movie.douban.com/subject/26169422/
小菊的春天,4.2,杨冠玉,王传一 / 颖儿,https://movie.douban.com/subject/6041203/
爱人的谎言,4.2,余中和 / 林宏杰,贾青 / 张晓龙 / 邱胜翊 / 蓝盈莹,https://movie.douban.com/subject/26583629/
怒放,4.2,刘新,林永健 / 李曼 / 刘金山 / 鸿利 / 王同辉,https://movie.douban.com/subject/25803272/
豆娘,4.2,常猛,柳小海 / 阎汶宣 / 姜寒 / 杜旭东 / 曲少石,https://movie.douban.com/subject/26341783/
一克拉梦想,4.2,黄祖权,蒋梦婕 / 姚元浩 / 迟帅 / 刘一含 / 阚清子,https://movie.douban.com/subject/10763973/
抉择,4.2,高进军,马跃 / 林永健 / 侯天来 / 郭达 / 胡可,https://movie.douban.com/subject/6895064/
大屋下的丫鬟,4.2,姚远,赵文瑄 / 佟丽娅 / 海陆 / 高英 / 于峻,https://movie.douban.com/subject/5958580/
终极证据,4.2,潘越,何涌生 / 侯俊丞 / 童一丹 / 沈佳凝 / 伊洋,https://movie.douban.com/subject/10527221/
盗墓笔记 第一季,4.1,罗永昌 / 刘国辉,李易峰 / 杨洋 / 刘天佐 / 张智尧 / 唐嫣,https://movie.douban.com/subject/25907063/
麻辣变形计,4.1,袁晓满,迪丽热巴 / 马可 / 王洋 / 邵兵 / 江明洋,https://movie.douban.com/subject/26585909/
神雕侠侣,4.1,李慧珠 / 邓伟恩 / 李达超,陈晓 / 陈妍希 / 张馨予 / 张雪迎 / 郑国霖,https://movie.douban.com/subject/21356399/
逆袭之星途璀璨,4.1,杨磊,宋轶 / 普提查·克瑟辛 / 彦希 / 奥兰多·布鲁姆 / 种丹妮,https://movie.douban.com/subject/26807650/
我站在桥上看风景,4.1,袁晓满,姜潮 / 李溪芮 / 庞瀚辰 / 何瑞贤 / 赵旭东,https://movie.douban.com/subject/27063398/
极品家丁,4.1,王为,陈赫 / 金晨 / 尹正 / 李溪芮 / 林思意,https://movie.douban.com/subject/26715683/
独步天下,4.0,邵警辉,唐艺昕 / 林峯 / 张睿 / 景岗山 / 屈楚萧,https://movie.douban.com/subject/26892640/
王的女人,4.1,于正 / 李慧珠,明道 / 陈乔恩 / 罗晋 / 金莎 / 田亮,https://movie.douban.com/subject/6101831/
爱在春天,4.1,庄训鑫,俞灏明 / 袁姗姗 / 徐璐 / 陈燃 / 赵樱子,https://movie.douban.com/subject/5313376/
深宫谍影,4.1,刘逢声,郑嘉颖 / 甘婷婷 / 廖碧儿 / 米雪 / 刘庭羽,https://movie.douban.com/subject/6718336/
奇星记之鲜衣怒马少年时,4.1,黄祖权,吴磊 / 陈翔 / 郑合惠子 / 郝劭文 / 张予曦,https://movie.douban.com/subject/26615611/
国民大生活,4.1,夏晓昀,郑恺 / 袁姗姗 / 朱孝天 / 刘佳 / 严晓频,https://movie.douban.com/subject/26861630/
一粒红尘,4.1,宋洋,吴奇隆 / 颖儿 / 叶祖新 / 任言恺 / 米露,https://movie.douban.com/subject/26752098/
向着炮火前进,4.1,林建中,吴奇隆 / 甘婷婷 / 王新 / 谢孟伟 / 魏炳桦,https://movie.douban.com/subject/10554940/
路从今夜白之遇见青春,4.1,顾贇贇,陈若轩 / 安悦溪 / 魏哲鸣 / 王玲玉 / 匡牧野,https://movie.douban.com/subject/26425605/
男神执事团,4.1,赖伟康,张若昀 / 郑业成 / 张子文 / 刘志宏 / 文俊辉,https://movie.douban.com/subject/26280569/
匆匆那年：好久不见,4.1,李远 / 韩天,张彬彬 / 王萌黎 / 金泽灏 / 李川 / 隋咏良,https://movie.douban.com/subject/26309061/
我的贴身校花,4.1,吴强,张语格 / 赵顺然 / 李艺彤 / 朱元冰 / 吴哲晗,https://movie.douban.com/subject/26738733/
戴流苏耳环的少女,4.1,郑军,吴映洁 / 戴向宇 / 刘前程,https://movie.douban.com/subject/26435565/
胜利之路,4.2,徐善杰,郭京飞 / 郭珍霓 / 高洋 / 冯恩鹤 / 李亭哲,https://movie.douban.com/subject/25966029/
花火,4.1,邹集城,毛俊杰 / 朱梓骁 / 李心艾 / 孟召重 / 邹廷威,https://movie.douban.com/subject/26325453/
圆圆的故事,4.1,周小刚,关凌 / 梁天 / 姜超 / 沈畅,https://movie.douban.com/subject/4287516/
好运来临,4.1,王义明,刘欢 / 曾泳醍 / 杨壹童 / 娜仁花 / 李建义,https://movie.douban.com/subject/26370978/
分手大师,4.1,栾元晖,赵曼竹 / 栾元晖 / 张悦驰 / 梁超 / 许可嘉,https://movie.douban.com/subject/25917955/
光影,4.1,曹振宇,吴婷 / 张若昀 / 何政军,https://movie.douban.com/subject/26279432/
时尚王国,4.1,金鳌勋,恬妞 / 杨紫彤 / 潘泰名 / 黄子腾 / 岳华,https://movie.douban.com/subject/3999777/
决战燕子门,4.1,国建勇 / 王飞,杨烁 / 王力可 / 范雨林 / 张鹰 / 晋松,https://movie.douban.com/subject/23949513/
致命名单,4.1,苏耀聪,刘小锋 / 刘钧 / 姜宏波 / 梓晓 / 储智博,https://movie.douban.com/subject/11614183/
历史永远铭记,4.1,万盛华,刘萌萌 / 朱宏嘉 / 罗伟 / 韩一菲,https://movie.douban.com/subject/26259653/
猎杀,4.1,李小亭,蓝盈莹 / 甄锡 / 王唯 / 刘馨圆 / 汤镇业,https://movie.douban.com/subject/20395262/
如果爱可以重来,4.1,黄伟杰,温升豪 / 戴娇倩 / 蔡妍 / 李廷镇 / 朱佳煜,https://movie.douban.com/subject/25857436/
我爷爷和奶奶的故事,4.1,于立清,董璇 / 朱泳腾 / 马薇 / 王泷正 / 郭晓小,https://movie.douban.com/subject/25899447/
双生花,4.1,刘国彤,方力申 / 尤勇 / 钱勇夫 / 高天 / 鲍天琦,https://movie.douban.com/subject/25957195/
妻子的谎言,4.0,徐辅军,贾青 / 张晓龙 / 邱胜翊 / 徐璐 / 李天柱,https://movie.douban.com/subject/25869887/
钟馗传说,4.0,罗灿然,欧阳震华 / 王艳 / 李倩 / 金玉婷 / 潘长江,https://movie.douban.com/subject/11500935/
樱桃红,4.0,王振宏,沈春阳 / 宋小宝 / 赵本山 / 小沈阳,https://movie.douban.com/subject/11625191/
冒险王卫斯理之支离人,4.0,钟少雄,余文乐 / 胡然 / 任达华 / 林家栋 / 文咏珊,https://movie.douban.com/subject/30167108/
